"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","Beskrivelse"
"04/12/2017 - 14:20","21/01/2020 - 17:44","Etne kino","Etne","kino@skakke.no","","✔","50% rabatt for TL og en venn.
"
"04/12/2017 - 14:20","05/11/2021 - 10:56","Etne fysioterapi og trening","Etne","post@etnefysio.no","","✖","TL fra 9. og 10. klasse får 25% rabatt på Etne Fysioterapi og Trening. (Dvs. 275,- per måned).
"
"04/12/2017 - 14:20","01/10/2025 - 14:54","Mineralparken","Evje","post@mineralparken.no","Opplevelsessenter","✔","


mineralparken.jpg

      



 
10 % på inngangsbillettene til Mineralparken for trivselsledere.
Gjelder også kombibillettene.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"04/12/2017 - 14:20","12/09/2024 - 21:16","Lista Trialklubb","Farsund","","Motorsport","✖","


skjermbilde_16.png

      



 
60 % rabatt på nybegynnerkurs for TL.
Alle TL under 16 år må ha med minst én voksen som er tilstede. 4-6 TL samles opp for kursing. Ta kontakt med Wenche Mikalsen på tlf. 41230188 for informasjon og påmelding.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 10:21","Vest-Agder museet","Farsund","post@vestagdermuseet.no","Museum","✔","
 
Gratis inngang for TL og én voksen. Gjelder i Flekkefjord, Lista, Sjølingstad, Mandal og Kristiansand.
På Setesdalsbanen reiser kun TL gratis.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","01/10/2025 - 14:50","Lista svømmehall","Farsund","post@farsund.kommune.no","Svømmehall","✔","


witbit.jpg

      



 
Gratis inngang for trivselsledere.
 

Badehette er påbudt.
Følg alltid badevaktens beskjeder.
Barn må være minst 11 år og svømmedyktige for å bade alene uten foresatte.
All bading skjer på eget ansvar.
Svømming er stengt i skolenes jule- og sommerferie.

 
Husk å ta med gyldig og utfylt kulturkort.
"
"04/12/2017 - 14:20","21/01/2020 - 17:44","Fjaler kino","Fjaler","kare.antonisen@enivest.net","Kino","✔","Gratis kinobillett for TL hvis de tar med en fulltbetalende venn/person.
"
"04/12/2017 - 14:20","02/12/2021 - 15:38","Bergen paintball","Fjell","mads@bergen-paintball.no","","✖","20 % rabatt for TL. Nedre aldersgrense er 12 år.
"
"04/12/2017 - 14:20","11/06/2025 - 11:04","Ueneshallen","Flekkefjord","thomas.olsson@flekkefjord.kommune.no","","✔","
 
2 for 1 tilbud for TL.
Husk å ta med gyldig kulturkort.
 
"
"04/12/2017 - 14:20","01/10/2025 - 14:38","Flekkefjord kino","Flekkefjord","torhild.svege@flekkefjord.kommune.no","Kino","✔","
 
Halv pris for TL og en venn/klassekammerat. Gjelder ikke for søsken eller øvrige familiemedlemmer.
Gjelder ikke premierefilmer/premierehelg.
 
Husk å ta med gyldig og utfylt kulturkort. 
"
"04/12/2017 - 14:20","03/07/2025 - 14:34","Vest-Agder museet","Flekkefjord","j.olsen@vestagdermuseet.no","Museum","✔","
 
Gratis inngang for TL og én voksen. Gjelder i Flekkefjord, Lista, Sjølingstad, Mandal og Kristiansand.
På Setesdalsbanen reiser kun TL gratis. 
Husk å ta med gyldig kulturtkort.
"
"04/12/2017 - 14:20","25/11/2021 - 09:06","Florø golfklubb","Kinn kommune","v-kil@hotmail.com","","✔","


logo_floro_golfklubb_1.jpg

      



Gratis utlån av køller og baller for TL. Ta kontakt med Ian Cassells, tlf 91102905.
"
"04/12/2017 - 14:20","21/10/2025 - 12:57","Havhesten","Kinn kommune","magny@havhesten.no","Bading","✔","


havhesten.gif

      



50 kroner i inngang for TL mandag - lørdag.
"
"04/12/2017 - 14:20","05/11/2021 - 09:47","Stasjonen kafé og bowling","Kinn kommune","","","✖","2 for 1 tilbud for TL alle dager.
"
"04/12/2017 - 14:20","01/12/2021 - 13:42","Sunnfjord hestesportsenter","Kinn kommune","hestesportsenter@gmail.com","Riding","✖","


flora_og_sunnfjord_hestesportsenter.png

      



Én gratis ridetime for TL.
"
"04/12/2017 - 14:20","01/10/2025 - 14:39","Frolandia","Froland","julie.breimyr@froland.kommune.no","Svømmehall","✔","


frolandia.jpeg

      



 
2 for 1 tilbud for trivselsledere. Avtalen gjelder kun barn 3-17 år.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"04/12/2017 - 14:20","08/11/2021 - 09:34","Framo aktiv","Bjørnafjorden kommune","bfe@framo.no","","✔","Halv pris for TL.
"
"04/12/2017 - 14:20","21/10/2025 - 12:46","Hålandsdal idrettslag","Bjørnafjorden kommune","post@haalandsdalil.no","Ski","✔","Gratis startkontigent på karusellrenn (langrenn) for trivselsledere. Det blir arrangert. 3 - 8 renn, alt etter snøforhold. 
"
"04/12/2017 - 14:20","02/11/2021 - 12:45","Fusa symjehall","Bjørnafjorden kommune","post@fusa.kommune.no","","✔","Halv pris for TL.
"
"04/12/2017 - 14:20","18/05/2026 - 09:31","Førdehuset symjehallen","Sunnfjord kommune","","Svømming","✖","Gratis inngang for TL hvis de har med seg en fulltbetalende venn/person.
"
"04/12/2017 - 14:20","20/04/2022 - 08:22","Førde bowlinghall","Sunnfjord kommune","","Bowling","✔","50 kroner per serie for TL med følge som er jevngamle. Vi setter ingen begrensning på antall personer, men ønsker at det forhåndsbookes. Bowlingsko er inkludert.
"
"04/12/2017 - 14:20","04/07/2025 - 09:25","Stiftinga sunnmøre museum","Giske","","Museum","✔","
Gratis inngang på alle museer og arrangement for TL. Det er: Sunnmøre Museum, Aalesunds Museum, Godøy Kystmuseum, Ishavsmuseet Aarvak, Herøy Kystmuseum, Volda Bygdetun, Sivert Aarflot-Museet, Brudavolltunet, Norsk Møbelfaglig Senter, Sykkylven Naturhistoriske Museum, Ytste Skotet, Dalsfjord Fyrmuseum og Landbruksmuseet for Møre og Romsdal.
"
"04/12/2017 - 14:20","04/07/2025 - 09:13","Giske golfklubb","Giske","","Golf","✔","
 
Én gratis bøtte med baller og gratis utlån av køller (henvend dere i administrasjonen).
Gratis spill på banen hvis man er kyndig spiller (har tatt Veien til golf-kurset) Man må ringe tlf 99418858 for å avtale tid.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","04/07/2025 - 08:52","Oltedal svømmehall og Ålgård svømmehall","Gjesdal","","Svømming","✔","


logo-gjesdal.jpg

      



Gratis inngang til svømmehallene for Trivselsledere.
"
"04/12/2017 - 14:20","04/02/2026 - 10:29","Kongeparken","Gjesdal","sunniva@kongeparken.no","Aktivitetspark","✔","


kongeparken-logo_farger_proxy-318w.webp

      




kongeparken-logo_farger_proxy-318w.webp

      




skjermbilde_2023-10-10_kl._14.05.32.png

      



399,- for dagskort for TL (ordinær pris i port er 699,-). Billetter betales i port ved fremvisning av kulturkortet. Max 1 billett per kort per dag. Gjelder ordinære åpningstider i perioden april til og med august. Tilbudet gjelder ikke billetter til ""Halloween i Kongeparken"" og ""Jul i Kongeparken"".
"
"04/12/2017 - 14:20","21/01/2020 - 17:44","Gloppen padleklubb","Gloppen","gloppen@padleklubb.no","Padling","✔","Gratis utlån av kajakk til aktiviteter på tirsdager. Bassengtrening annenhver tirsdag fra november til april og turpadling hver tirsdag i sommerhalvåret. Lån må avklarest minst en dag i foreveien.
"
"04/12/2017 - 14:20","21/01/2020 - 17:44","Gloppen kino","Gloppen","kjersti.ronningen@gloppen.kommune.no","Kino","✔","20 kroner rabatt for TL alle dager.
"
"04/12/2017 - 14:20","21/01/2020 - 17:44","Nordfjord folkemuseum","Gloppen","anne.kristin.moe@misf.museum.no","Museum","✔","Gratis inngang for TL og en venn/voksen.
"
"04/12/2017 - 14:20","02/12/2021 - 11:58","Breimsbygda skisenter","Gloppen","skisenter@breim.no","Skitrekk","✔","


breimsbygda.jpg

      



Halv pris for TL hvis man har med seg én fullt betalende person. Gratis inngang for TL hvis man har med seg minimum to fullt betalende personer. Gjelder tirsdager og torsdager.
"
"04/12/2017 - 14:20","04/07/2025 - 09:20","Trivselsbadet i trivselshagen","Gloppen","","Svømming","✔","Halv pris på dagsbilletter for TL.
"
"04/12/2017 - 14:20","01/10/2025 - 14:40","Grimstad svømmehall","Grimstad","postmottak@grimstad.kommune.no","Svømming","✔","
 
Gratis inngang for TL ved fremvisning av gyldig og utfylt kulturkort.
"
"04/12/2017 - 14:20","01/10/2025 - 14:40","Grimstad kino","Grimstad","rolf@grimstadkulturhus.no","Kino","✔","


grimstad_kulturhus.jpeg

      



 
20 kroner rabatt på alle typer billetter for trivselsledere ved fremvisning av gyldig og utfylt kulturkort.
"
"04/12/2017 - 14:20","12/09/2024 - 21:14","Grimstad og Arendal rideklubb","Grimstad","post@agrideklubb.no","Riding","✖","
 
En gratis ridetime for TL. Kontakt Gitte Flam på post@agrideklubb.no.
"
"04/12/2017 - 14:20","01/10/2025 - 14:37","FK Jerv","Grimstad","post@fkjerv.no","Fotball","✔","
 
Gratis adgang for TL sålenge det er ledige plasser på kampdag.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"04/12/2017 - 14:20","12/09/2024 - 21:28","Splatmaster utleie (paintball)","Grimstad","steffen@splatmaster.no","Paintball","✖"," 
 
En gratis runde på åpen dag til en verdi av 100 kroner.
 
Husk gyldig kulturkort.
"
"04/12/2017 - 14:20","24/10/2023 - 14:22","Finnøy havstuer","Ålesund","post@havstuene.no","Bading","✔","


finnoyhavstuer.jpg

      



 
Halv pris for inngang til Håp i Havet badeland for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","18/10/2023 - 09:40","Brattvåg bowling","Ålesund","post@brattvaagbowling.no","Bowling","✔","


brattvagbowling.png

      



 
2 for 1 tilbud for TL alle dager.
 
Husk å ta med gyldig kulturkort.
 
Tilleggspakke 1: Hele klassen (min. 10 elever) kan komme i åpningstiden og betale 65 kroner pr. time, inkl. slush og chips.
Tilleggspakke 2: Hele klassen (min. 20 elever) kan i skoletiden, med lærer, komme utenom åpningstiden. Pris som tilleggspakke 1. Dette må avtales med bowlingen på forhånd.
"
"04/12/2017 - 14:20","18/10/2023 - 09:41","Brattvåg svømmeklubb","Ålesund","christian_koppen@hotmail.com","Svømming","✔","


brattvag_svommeklubb.png

      



 
Gratis inngang på tidene til familiebading (se hjemmeside) for TL. Barn under 12 år må ha følge med en voksen.
Husk å ta med gyldig kulturkort
"
"04/12/2017 - 14:20","18/10/2023 - 09:46","Ingebrigt davik-huset","Ålesund","vegard@idhuset.no","Kino","✔","


ingebritdavikhuset.png

      



 
10 kroner rabatt på kinobilletter for TL, ved fremvisning av gyldig kulturkort i skranke. Billettene kan kun kjøpes i skranke, ikke mulig på nett.
"
"04/12/2017 - 14:20","18/10/2023 - 09:39","Brattvåg IL","Ålesund","oaustbo@yahoo.no","Fotball","✔","


brattvag.png

      



 
Gratis adgang for TL på seriekamper hvis det er ledige plasser på kampdag.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","18/10/2023 - 09:48","Norborg IL","Ålesund","kristian.soviknes@vard.com","Fotball","✔","


nordborgil.png

      



 
Gratis adgang for TL på seriekamper hvis det er ledige plasser på kampdag.
Husk å ta med gyldig kulturkort.
"
"04/12/2017 - 14:20","04/07/2025 - 08:39","Kulturkafeen","Ålesund","","Cafe","✖","


kulturkafen.jpg

      



 
50% rabatt på dagens middag for TL, ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","07/05/2024 - 21:56","Haugesund FK","Haugesund","lars.ingolf.sexe@fkh.no","Fotball","✔","


fk_haugesund.jpg

      



Som trivselsleder er det mulighet for å hente ut ett stykk billett til FKH sine hjemmekamper ved å vise gyldig TL kulturkort i billettluken. Disse billettene gjelder til enhver tid på utvalgte felt som kan endres fra kamp til kamp, og er kun tilgjengelig ved plass på arrangementet.
"
"04/12/2017 - 14:20","04/07/2025 - 10:31","Haugesund golfklubb","Haugesund","","Golf","✔","


haugesund_golf.jpg

      



 
Veien til Golf-kurs for 195 kroner.
"
"04/12/2017 - 14:20","10/10/2023 - 15:33","Ishallen","Haugesund","Trond.Froestad@haugesund.kommune.no","Skøyter","✖","2 for 1 for trivselsleder og en venn (gjelder barnebillett). Gjelder ikke lån av skøyter og/eller hjelmer.
"
"04/12/2017 - 14:20","03/07/2025 - 13:48","Haugaland håndball","Haugesund","","Håndball","✖","Gratis inngang for TL og en venn/voksen såfremt det er ledige plasse på kampdag.
"
"04/12/2017 - 14:20","10/10/2023 - 15:18","Haugalandsveggen","Haugesund","post@hveggen.no","Klatring","✔","


skjermbilde_2023-10-10_kl._15.18.15.png

      



 
2 for 1 tilbud for TL på drop-in. For å klatre med tau må du enten ha Brattkort eller Topptaukort, eller være i følge med noen som har slikt kort. Vi har også en Autobelay, der klatrere uten kort kan få introduksjon i bruk. I tillegg er det mulighet for buldring hvor du ikke trenger tau eller noen til å sikre deg.
"
"04/12/2017 - 14:20","10/10/2023 - 15:30","Haraldshallen","Haugesund","Trond.Froestad@haugesund.kommune.no","Svømming","✔","


haugesund_kommune_logo.png

      



 
2 for 1 for trivselsleder og en venn (gjelder barnebillett). Gjelder ikke lån av badehette.
"
"04/12/2017 - 14:20","01/07/2025 - 15:44","Sunnmørsbadet","Herøy","post@sunnmorsbadet.no","Svømming","✔","
 
Ved fremvisning av gyldig kulturkort får TL badebillett til 100 kroner, når det er åpent for alle.
"
"04/12/2017 - 14:20","10/10/2023 - 14:37","Vitengarden","Hå","","","✔","


skjermbilde_2023-10-10_kl._14.37.07.png

      



Gratis inngang for TL.
"
"04/12/2017 - 14:20","04/02/2026 - 10:28","Kongeparken","Hå","sunniva@kongeparken.no","Aktivitetspark","✔","


skjermbilde_2023-10-10_kl._14.05.32.png

      



399,- for dagskort for TL (ordinær pris i port er 699,-). Billetter betales i port ved fremvisning av kulturkortet. Max 1 billett per kort per dag. Gjelder ordinære åpningstider i perioden april til og med august. Tilbudet gjelder ikke billetter til ""Halloween i Kongeparken"" og ""Jul i Kongeparken"".
"
"04/12/2017 - 14:20","10/10/2023 - 14:34","SurfSchool","Hå","surfschool.no@gmail.com","Surfing","✔","


logo-outline.jpg

      



2 for 1 tilbud for TL på oppsamlingskurs. TL under 12 år må komme i følge med voksen.
"
"04/12/2017 - 14:20","12/09/2024 - 21:18","Moonlight ungdomsklubb","Iveland","","Fritidsklubb","✖"," 
2 for 1 for TL på Moonlight sine arrangementer samt på løssalg i kiosk. TL får også 20 % på turer i regi av Moonlight. Ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","24/04/2023 - 15:00","Haugaland håndball","Karmøy","post@h-hk.no","","✖","Gratis inngang for TL og en venn/voksen såfremt det er ledige plasse på kampdag.
"
"04/12/2017 - 14:20","03/02/2025 - 11:23","Ishallen","Karmøy","sma01@karmoy.kommune.no","Skøyter","✖","2 for 1 tilbud for TL under åpen skøyting.
"
"04/12/2017 - 14:20","05/03/2019 - 09:38","Haugalandsveggen","Karmøy","post@hveggen.no","","✔","2 for 1 tilbud for TL på drop-in. For å klatre med tau må du enten ha Brattkort eller Topptaukort, eller være i følge med noen som har slikt kort. Vi har også en Autobelay, der klatrere uten kort kan få introduksjon i bruk. I tillegg er det mulighet for buldring hvor du ikke trenger tau eller noen til å sikre deg.
"
"04/12/2017 - 14:20","07/05/2024 - 21:55","Haugesund FK","Karmøy","lars.ingolf.sexe@fkh.no","Fotball","✔","


fk_haugesund.jpg

      



Som trivselsleder er det mulighet for å hente ut ett stykk billett til FKH sine hjemmekamper ved å vise gyldig TL kulturkort i billettluken. Disse billettene gjelder til enhver tid på utvalgte felt som kan endres fra kamp til kamp, og er kun tilgjengelig ved plass på arrangementet.
"
"04/12/2017 - 14:20","02/11/2021 - 14:08","Karmøyhallen","Karmøy","jah@karmoy.kommune.no","Svømming","✔","Gratis inngang for TL.
"
"04/12/2017 - 14:20","05/03/2019 - 09:40","Karmøy golfklubb","Karmøy","post@karmoy-golfklubb.no","","✔","Gratis ""Veien til golf- kurs"" for TL . Avtales på tlf: 416 89 114
"
"04/12/2017 - 14:20","15/01/2024 - 08:48","Karmøy kino","Karmøy","adm@karmoykino.no","Kino","✔","Fast kinopris for TL på 90 kroner.
"
"04/12/2017 - 14:20","02/11/2021 - 14:21","Nordvegen golfklubb","Karmøy","post@nordvegengolf.no","","✔","Gratis ""Veien til golf- kurs"" for TL.
"
"04/12/2017 - 14:20","04/02/2026 - 10:28","Kongeparken","Klepp","sunniva@kongeparken.no","Aktivitetspark","✔","


skjermbilde_2023-10-10_kl._14.05.32.png

      



399,- for dagskort for TL (ordinær pris i port er 699,-). Billetter betales i port ved fremvisning av kulturkortet. Max 1 billett per kort per dag. Gjelder ordinære åpningstider i perioden april til og med august. Tilbudet gjelder ikke billetter til ""Halloween i Kongeparken"" og ""Jul i Kongeparken"".
"
"04/12/2017 - 14:20","01/10/2025 - 14:43","Kristiansand golfklubb","Kristiansand","cato@kristiansandgk.no ","Golf","✖","


kristiansandgolfklubb.jpg

      



 
Gratis golfballer på driving rangen og gratis utlån av køller for TL ved fremvisning av gyldig kulturkort.
"
"04/12/2017 - 14:20","05/05/2026 - 14:36","Aquarama Bad Kristiansand","Kristiansand","bad@aquarama.no","Bading","✔","


aqurama.jpg

      



 
Aquarama Bad gir trivselsledere 2 for 1 på ordinære drop-in billetter om de kommer med en venn/et søsken under 16 år. 
 
NB: Begge barna må være 11 (fylle 11 år samme år) og være svømmedyktige. Barn under 11 år eller barn som ikke er svømmedyktige, må ha med en betalende, badende voksen over 16 år.
 
Gyldig og utfylt kulturkort må fremvises.
Avtalen gjelder alle dager, også i ferier. 
"
"04/12/2017 - 14:20","01/10/2025 - 14:43","Kristiansand Pirates","Kristiansand","anthony@pirates.no","Basketball","✔","


kristiansandpirates.jpg

      



 
Gratis inngang for TL på kampdag så lenge det er ledig kapasitet.
 
Husk å ta med gyldig og utfylt kulturkort.
"
"04/12/2017 - 14:20","17/10/2023 - 10:21","Vest-Agder museet","Kristiansand"," j.olsen@vestagdermuseet.no","Museum","✔","


vestagdermuseum.png

      



 
Gratis inngang for TL og én voksen. Gjelder i Flekkefjord, Lista, Sjølingstad, Mandal og Kristiansand.
På Setesdalsbanen reiser kun TL gratis. 
Husk å ta med gyldig kulturtkort.
"
