"Innleggsdato","Oppdatert","Tittel","Kommune","Epost kontaktperson","Type fordel","Published status","",""
"11/06/2025 - 11:13","11/06/2025 - 11:16","Meråker alpinsenter","Meråker","Lene-Mari@merakeralpinsenter.com","Alpint","✔","rediger","slett"
"12/06/2025 - 10:53","16/12/2025 - 10:26","Lustrabadet","Luster kommune","kent@lustrabadet.no","Badeland/svømmehall","✔","rediger","slett"
"12/06/2025 - 14:29","01/10/2025 - 14:38","Farsund kino","Farsund","tommy@kinosor.no","Kino","✔","rediger","slett"
"13/06/2025 - 15:16","18/06/2025 - 10:18","Sandefjord svømmehall","Sandefjord","svommehallen@sandefjord.kommune.no","Svømmehall","✔","rediger","slett"
"16/06/2025 - 09:42","16/06/2025 - 09:45","Evasion Escape Room Moss","Moss","kontakt@evasion.no","Escape room","✔","rediger","slett"
"16/06/2025 - 09:45","16/06/2025 - 09:45","Evasion Escape room Fredrikstad","Fredrikstad","kontakt@evasion.no","Escape room","✔","rediger","slett"
"11/08/2025 - 13:39","11/08/2025 - 13:39","Alpakkaparken besøksgård","Alver kommune","post@alpakkaparken.no","Aktivitetspark","✔","rediger","slett"
"11/08/2025 - 13:39","11/08/2025 - 13:39","Alpakkaparken besøksgård","Alver kommune","post@alpakkaparken.no","Aktivitetspark","✔","rediger","slett"
"11/09/2025 - 08:52","11/09/2025 - 08:52","Skyland Bergen","Bergen","","Trampolinepark","✔","rediger","slett"
"19/09/2025 - 12:53","19/09/2025 - 13:47","Sápmi Park","Finnmark","","Kino/forestillinger","✔","rediger","slett"
"30/09/2025 - 09:22","30/09/2025 - 09:29","Midgard vikingsenter","Horten","anne.doksrod@vestfoldmuseene.no","Museum","✔","rediger","slett"
"01/10/2025 - 12:36","01/10/2025 - 14:15","Sandvika bowling","Bærum","post@sandvikabowling.no","Bowling","✔","rediger","slett"
"02/10/2025 - 15:35","03/10/2025 - 13:39","Playworld Sørlandet","Kristiansand","espen@playworld.no","Lekeland","✔","rediger","slett"
"03/10/2025 - 15:04","07/10/2025 - 14:08","Indoor Golf","Hole","","Golf","✔","rediger","slett"
"08/10/2025 - 13:00","08/10/2025 - 13:24","Rana fotballklubb","Rana","","Fotball","✔","rediger","slett"
"09/10/2025 - 10:55","09/10/2025 - 10:55","Narvik bowling og lekeland","Narvik","","Bowling","✔","rediger","slett"
"16/10/2025 - 11:00","16/10/2025 - 11:00","Skillevollen Alpinsenter ","Rana","","Skitrekk","✔","rediger","slett"
"24/10/2025 - 10:54","24/10/2025 - 11:42","XPADEL","Ringerike","","Padel","✔","rediger","slett"
"24/10/2025 - 11:43","24/10/2025 - 11:43","XPADEL ","Hole","","Padel","✔","rediger","slett"
"18/11/2025 - 11:29","04/12/2025 - 10:55","Karasjok slalåmbakke","Karasjok","","Skitrekk","✔","rediger","slett"
"18/11/2025 - 11:32","04/12/2025 - 10:55","Folkebadet i Karasjok","Karasjok","","Badeland/svømmehall","✔","rediger","slett"
"18/11/2025 - 11:33","04/12/2025 - 10:55","Karasjok kulturskole","Karasjok","","Kultursenter","✔","rediger","slett"
"18/11/2025 - 11:34","04/12/2025 - 10:55","Bygdekino Karasjok","Karasjok","","Kino","✔","rediger","slett"
"06/01/2026 - 11:38","06/01/2026 - 11:38","Skyland Ski","Nordre Follo kommune","","Hopping","✔","rediger","slett"
"21/01/2026 - 16:55","27/01/2026 - 11:02","Paradox Museum","Oslo","osloom@paradoxmuseum.com","Museum","✔","rediger","slett"
"28/01/2026 - 09:55","28/01/2026 - 09:55","Ellis Lekeland, Harstad","Harstad","","Lekeland","✔","rediger","slett"
"13/02/2026 - 14:31","16/02/2026 - 09:56","Fredrikstad Klatreklubb","Fredrikstad","","Klatring","✔","rediger","slett"
"19/02/2026 - 13:54","19/02/2026 - 13:54","Nordlyset Bowling","Finnsnes","","Bowling","✔","rediger","slett"
"25/03/2026 - 10:39","25/03/2026 - 10:39","Tundra Bowling","Vadsø","","Bowling","✔","rediger","slett"
"12/05/2026 - 11:31","12/05/2026 - 11:34","TrollAktiv Evje","Evje","gjertrud@trollaktiv.no","Aktivitetspark","✖","rediger","slett"
"28/05/2026 - 11:48","28/05/2026 - 11:48","Stavanger footgolf","Stavanger","","Fotballgolf","✔","rediger","slett"
"02/06/2026 - 08:36","02/06/2026 - 08:36","Vindafjordhallen - Svømmehall","Vindafjord","","Svømmehall","✔","rediger","slett"
"04/06/2026 - 12:17","04/06/2026 - 12:17","Playground","Stavanger","","Aktivitetspark","✔","rediger","slett"
